Time Stamp,price_data
2011-08-31 00:05:00,0.006900000000000001
2011-08-31 00:10:00,0.006900000000000001
2011-08-31 00:15:00,0.0067800000000000004
2011-08-31 00:20:00,0.006900000000000001
2011-08-31 00:25:00,0.006900000000000001
2011-08-31 00:30:00,0.01166
2011-08-31 00:35:00,0.01166
2011-08-31 00:40:00,0.01166
2011-08-31 00:45:00,0.01087
2011-08-31 00:50:00,0.00725
2011-08-31 00:55:00,0.009970000000000001
2011-08-31 01:00:00,0.00575
2011-08-31 01:05:00,0.00575
2011-08-31 01:10:00,0.00575
2011-08-31 01:15:00,0.00575
2011-08-31 01:20:00,0.00575
2011-08-31 01:25:00,0.00575
2011-08-31 01:30:00,0.00575
2011-08-31 01:35:00,0.00575
2011-08-31 01:40:00,0.00575
2011-08-31 01:45:00,0.00575
2011-08-31 01:50:00,0.00575
2011-08-31 01:55:00,0.00575
2011-08-31 02:00:00,0.00575
2011-08-31 02:05:00,0.00575
2011-08-31 02:10:00,0.00575
2011-08-31 02:15:00,0.00575
2011-08-31 02:20:00,0.00575
2011-08-31 02:25:00,0.00575
2011-08-31 02:30:00,0.00575
2011-08-31 02:35:00,0.00575
2011-08-31 02:40:00,0.00575
2011-08-31 02:45:00,0.00575
2011-08-31 02:50:00,0.00575
2011-08-31 02:55:00,0.00575
2011-08-31 03:00:00,0.00575
2011-08-31 03:05:00,0.00575
2011-08-31 03:10:00,0.00575
2011-08-31 03:15:00,0.00575
2011-08-31 03:20:00,0.00575
2011-08-31 03:25:00,0.00575
2011-08-31 03:30:00,0.00575
2011-08-31 03:35:00,0.00575
2011-08-31 03:40:00,0.00575
2011-08-31 03:45:00,0.00575
2011-08-31 03:50:00,0.00575
2011-08-31 03:55:00,0.00575
2011-08-31 04:00:00,0.006900000000000001
2011-08-31 04:05:00,0.006900000000000001
2011-08-31 04:10:00,0.006900000000000001
2011-08-31 04:15:00,0.00631
2011-08-31 04:20:00,0.00631
2011-08-31 04:25:00,0.006
2011-08-31 04:30:00,0.0060999999999999995
2011-08-31 04:35:00,0.00597
2011-08-31 04:40:00,0.00587
2011-08-31 04:45:00,0.00575
2011-08-31 04:50:00,0.00575
2011-08-31 04:55:00,0.00575
2011-08-31 05:00:00,0.009859999999999999
2011-08-31 05:05:00,0.02
2011-08-31 05:10:00,0.01145
2011-08-31 05:15:00,0.00999
2011-08-31 05:20:00,0.01055
2011-08-31 05:25:00,0.00774
2011-08-31 05:30:00,0.00774
2011-08-31 05:35:00,0.00767
2011-08-31 05:40:00,0.00774
2011-08-31 05:45:00,0.006900000000000001
2011-08-31 05:50:00,0.006900000000000001
2011-08-31 05:55:00,0.00657
2011-08-31 06:00:00,0.01072
2011-08-31 06:05:00,0.0115
2011-08-31 06:10:00,0.0115
2011-08-31 06:15:00,0.01142
2011-08-31 06:20:00,0.00899
2011-08-31 06:25:00,0.00903
2011-08-31 06:30:00,0.008919999999999999
2011-08-31 06:35:00,0.00881
2011-08-31 06:40:00,0.009640000000000001
2011-08-31 06:45:00,0.009859999999999999
2011-08-31 06:50:00,0.00835
2011-08-31 06:55:00,0.00666
2011-08-31 07:00:00,0.011
2011-08-31 07:05:00,0.011
2011-08-31 07:10:00,0.011
2011-08-31 07:15:00,0.011
2011-08-31 07:20:00,0.01088
2011-08-31 07:25:00,0.00701
2011-08-31 07:30:00,0.006900000000000001
2011-08-31 07:35:00,0.006900000000000001
2011-08-31 07:40:00,0.006900000000000001
2011-08-31 07:45:00,0.00615
2011-08-31 07:50:00,0.006
2011-08-31 07:55:00,0.006
2011-08-31 08:00:00,0.01211
2011-08-31 08:05:00,0.01141
2011-08-31 08:10:00,0.011349999999999999
2011-08-31 08:15:00,0.011380000000000001
2011-08-31 08:20:00,0.01133
2011-08-31 08:25:00,0.010539999999999999
2011-08-31 08:30:00,0.00975
2011-08-31 08:35:00,0.0079
2011-08-31 08:40:00,0.00639
2011-08-31 08:45:00,0.0076
2011-08-31 08:50:00,0.00708
2011-08-31 08:55:00,0.006
2011-08-31 09:00:00,0.014150000000000001
2011-08-31 09:05:00,0.01421
2011-08-31 09:10:00,0.01104
2011-08-31 09:15:00,0.01585
2011-08-31 09:20:00,0.011640000000000001
2011-08-31 09:25:00,0.01017
2011-08-31 09:30:00,0.01214
2011-08-31 09:35:00,0.01079
2011-08-31 09:40:00,0.01014
2011-08-31 09:45:00,0.01225
2011-08-31 09:50:00,0.01085
2011-08-31 09:55:00,0.00714
